id,bangla_question,english_question
4679,পর্যায় সারণির 10 নং গ্রুপের মৌলের যোজ্যতা ইলেকট্রন কতটি?,How many valence electrons do elements of group 10 in the periodic table have?
4680,একটি ব্যাংকে 50616 টাকা 3 বছরের জন্য বার্ষিক 8% হারে সরল সুদ ও বছরে 1 বার চক্রবৃদ্ধি সুদে জমা দেওয়া হলো। (ক) সরল সুদের মোট টাকা কত? (খ) চক্রবৃদ্ধি সুদের মোট টাকা কত? (গ) পার্থক্য কত টাকা? (ঘ) কোন পদ্ধতিতে বেশি লাভ এবং কেন?,An amount of 50616 taka is deposited in a bank for 3 years at an annual rate of 8% for both simple interest and compound interest compounded 1 times per year. (a) What is the total amount with simple interest? (b) What is the total amount with compound interest? (c) What is the difference in taka? (d) Which method gives more profit and why?
4681,সর্বনিম্ন যে বলে কোন তার ছিড়ে যাবে তাকে কি বলে?,What is the minimum force at which a wire will break called?
4682,অত্যন্ত পরিবাহী পদার্থ কোনটি?,Which is the highly conductive material?
4683,50 kg ভরের একটি গাড়ি 26 m/s বেগে চলছে এবং 19 m/s বেগে কমে গেল। ভরবেগের পরিবর্তন এবং গতিশক্তির পরিবর্তন কত?,A car of mass 50 kg is moving at 26 m/s velocity and decreases to 19 m/s. What is the change in momentum and change in kinetic energy?
4684,একটি মোটরগাড়ীর হেড লাইটের ফিলামেন্ট 5A তড়িৎ প্রবাহ বহন করে। প্রান্তদ্বয়ের বিভব পার্থক্য 6V হলে ফিলামেন্টের রোধ কত?,The filament of a car's headlight carries a current of 5A. If the potential difference across the ends is 6V; what is the resistance of the filament?
4685,একটি দূরবীক্ষণ যন্ত্র কোন দেওয়ালের মধ্যে 1m প্রবেশ করার পর অর্ধেক বেগ হারায়। তিনটি দেওয়ালের মধ্যে এর প্রবেশ দূর কত হবে?,A bullet loses half its velocity after penetrating 1m into a wall. How much further will it penetrate before stopping?
4686,2.4 kg ভর ও 0.2m চক্রবৃত্তির ব্যাসার্ধ সম্পন্ন একটি চাকায় যদি কৌণিক ত্বরণ 3 rad/s² হয় তবে পরিমাণ টর্ক কত হবে?,If a wheel with a mass of 2.4 kg and a radius of gyration of 0.2m has an angular acceleration of 3 rad/s²; what will be the amount of torque?
4687,একটি দ্বিঘাত সমীকরণ 4x² + 28x + 24 = 0 এর বাস্তব মূল নির্ণয় করো এবং মূলদ্বয়ের সমষ্টি ও গুণফল যাচাই করো।,Find the real roots of the quadratic equation 4x² + 28x + 24 = 0 and verify the sum and product of the roots.
4688,একটি বৃত্তের ব্যাসার্ধ 10 সেমি এবং একটি বর্গের বাহু 26 সেমি। উভয়ের ক্ষেত্রফল ও পরিসীমার অনুপাত নির্ণয় করো।,The radius of a circle is 10 cm and the side of a square is 26 cm. Determine the ratio of areas and perimeters of both.
4689,একটি সমান্তর অনুক্রমের প্রথম পদ 15 এবং সাধারণ অন্তর 9। 18 তম পদ এবং প্রথম 18 পদের সমষ্টি নির্ণয় করো।,The first term of an arithmetic progression is 15 and common difference is 9. Determine the 18th term and the sum of first 18 terms.
4690,একটি সমান্তর অনুক্রমের প্রথম পদ 34 এবং সাধারণ অন্তর 7। 13 তম পদ এবং প্রথম 13 পদের সমষ্টি নির্ণয় করো।,The first term of an arithmetic progression is 34 and common difference is 7. Determine the 13th term and the sum of first 13 terms.
4691,একটি গাড়ির গতিবেগ ৫ মিটার/সেকেন্ড থেকে ১৫ মিটার/সেকেন্ড হয় ১০ সেকেন্ডে। ত্বরণ কত?,The velocity of a car increases from 5 m/s to 15 m/s in 10 seconds. What is the acceleration?
4692,একটি রোধের দৈর্ঘ্য দ্বিগুণ করলে এবং ব্যাস অর্ধেক করলে রোধ কত গুণ বাড়বে?,If the length of a resistor is doubled and the diameter is halved; by how many times will the resistance increase?
4693,59 kg ভরের একটি গাড়ি 28 m/s বেগে চলছে এবং 13 m/s বেগে কমে গেল। ভরবেগের পরিবর্তন এবং গতিশক্তির পরিবর্তন কত?,A car of mass 59 kg is moving at 28 m/s velocity and decreases to 13 m/s. What is the change in momentum and change in kinetic energy?
4694,"30 g NaCl-এ কত মোল আছে? (Na=23, Cl=35.5)","How many moles are there in 30 g NaCl? (Na=23, Cl=35.5)"
4695,একটি সমান্তর অনুক্রমের প্রথম পদ 40 এবং সাধারণ অন্তর 7। 14 তম পদ এবং প্রথম 14 পদের সমষ্টি নির্ণয় করো।,The first term of an arithmetic progression is 40 and common difference is 7. Determine the 14th term and the sum of first 14 terms.
4696,ডপলার প্রভাব কোনটির উপর নির্ভর করে?,What does the Doppler effect depend on?
4697,একটি 1244 kg ভরের গাড়ি 26 m/s বেগে চলছে। ড্রাইভার ব্রেক চেপে 5.6 m/s² মন্দন তৈরি করল। (ক) গাড়ি থামতে কত সময় লাগবে? (খ) থামার আগে কত দূরত্ব অতিক্রম করবে? (গ) ব্রেক চাপার 3 সেকেন্ড পর গাড়ির বেগ কত? (ঘ) এই প্রক্রিয়ায় কত যান্ত্রিক শক্তি তাপে রূপান্তরিত হলো?,A car of mass 1244 kg is moving at 26 m/s velocity. The driver applies brakes creating a deceleration of 5.6 m/s². (a) How much time will it take for the car to stop? (b) How much distance will it cover before stopping? (c) What will be the velocity of the car 3 seconds after applying brakes? (d) How much mechanical energy was converted to heat in this process?
4698,কিলোওয়াট ঘন্টার সাথে জুলের সম্পর্ক নিচের কোনটি?,Which of the following is the relationship between kilowatt-hour and joule?
